hostel_name,checkin_date,checkout_date,city,distance,room_type,room_charge,num_reviews,review_total_score
Time Sharing Stay Asakusa,2022-12-17,2022-12-18,Tokyo,Hostel - 9.8km from city centre,DORMS,₩60408,2 Total Reviews,10
"Wild Cherry Blossom-HOSTEL,TOKYO KOGANEI-",2022-12-17,2022-12-18,Tokyo,Hostel - 16.6km from city centre,PRIVATE,₩126568,5 Total Reviews,9.6
"Wild Cherry Blossom-HOSTEL,TOKYO KOGANEI-",2022-12-17,2022-12-18,Tokyo,Hostel - 16.6km from city centre,DORMS,₩52737,5 Total Reviews,9.6
plat hostel keikyu haneda home,2022-12-17,2022-12-18,Tokyo,Hostel - 16.6km from city centre,PRIVATE,e,20 Total Reviews,9.5
plat hostel keikyu haneda home,2022-12-17,2022-12-18,Tokyo,Hostel - 16.6km from city centre,DORMS,₩46600,20 Total Reviews,9.5
Sakura Hostel Asakusa,2022-12-17,2022-12-18,Tokyo,Hostel - 9.8km from city centre,PRIVATE,e,2170 Total Reviews,9.2
Sakura Hostel Asakusa,2022-12-17,2022-12-18,Tokyo,Hostel - 9.8km from city centre,DORMS,₩32164,2170 Total Reviews,9.2
UNPLAN Kagurazaka,2022-12-17,2022-12-18,Tokyo,Hostel - 4km from city centre,PRIVATE,e,967 Total Reviews,9.2
UNPLAN Kagurazaka,2022-12-17,2022-12-18,Tokyo,Hostel - 4km from city centre,DORMS,₩67120,967 Total Reviews,9.2
Grids Tokyo Asakusa-Bashi Hotel&Hostel,2022-12-17,2022-12-18,Tokyo,Hostel - 8.3km from city centre,PRIVATE,e,245 Total Reviews,9.0
Grids Tokyo Asakusa-Bashi Hotel&Hostel,2022-12-17,2022-12-18,Tokyo,Hostel - 8.3km from city centre,DORMS,₩45090,245 Total Reviews,9.0
Hostel bedgasm,2022-12-17,2022-12-18,Tokyo,Hostel - 9.5km from city centre,PRIVATE,e,1314 Total Reviews,9.0
Hostel bedgasm,2022-12-17,2022-12-18,Tokyo,Hostel - 9.5km from city centre,DORMS,₩36436,1314 Total Reviews,9.0
The Millennials Shibuya,2022-12-17,2022-12-18,Tokyo,Hotel - 3.1km from city centre,PRIVATE,e,114 Total Reviews,9.0
The Millennials Shibuya,2022-12-17,2022-12-18,Tokyo,Hotel - 3.1km from city centre,DORMS,₩295326,114 Total Reviews,9.0
Focus Kuramae,2022-12-17,2022-12-18,Tokyo,Hostel - 9km from city centre,PRIVATE,e,73 Total Reviews,8.9
Focus Kuramae,2022-12-17,2022-12-18,Tokyo,Hostel - 9km from city centre,DORMS,₩60408,73 Total Reviews,8.9
TOKYO-W-INN Asakusa,2022-12-17,2022-12-18,Tokyo,Hostel - 9.3km from city centre,PRIVATE,e,18 Total Reviews,8.7
TOKYO-W-INN Asakusa,2022-12-17,2022-12-18,Tokyo,Hostel - 9.3km from city centre,DORMS,₩53504,18 Total Reviews,8.7
UNPLAN Shinjuku,2022-12-17,2022-12-18,Tokyo,Hostel - 1.8km from city centre,PRIVATE,e,655 Total Reviews,8.6
UNPLAN Shinjuku,2022-12-17,2022-12-18,Tokyo,Hostel - 1.8km from city centre,DORMS,₩57531,655 Total Reviews,8.6
Imano Tokyo Hostel,2022-12-17,2022-12-18,Tokyo,Hostel - 1.5km from city centre,PRIVATE,e,1357 Total Reviews,8.5
Imano Tokyo Hostel,2022-12-17,2022-12-18,Tokyo,Hostel - 1.5km from city centre,DORMS,₩57615,1357 Total Reviews,8.5
Obi Hostel,2022-12-17,2022-12-18,Tokyo,Hostel - 8.2km from city centre,PRIVATE,e,287 Total Reviews,8.3
Obi Hostel,2022-12-17,2022-12-18,Tokyo,Hostel - 8.2km from city centre,DORMS,₩66928,287 Total Reviews,8.3
Little Japan,2022-12-17,2022-12-18,Tokyo,Hostel - 8.5km from city centre,PRIVATE,e,67 Total Reviews,8.1
Little Japan,2022-12-17,2022-12-18,Tokyo,Hostel - 8.5km from city centre,DORMS,₩36916,67 Total Reviews,8.1
Tokyo House Inn,2022-12-17,2022-12-18,Tokyo,Hotel - 1.5km from city centre,PRIVATE,₩19177015,66 Total Reviews,NO
Tokyo House Inn,2022-12-17,2022-12-18,Tokyo,Hotel - 1.5km from city centre,DORMS,₩9588508,66 Total Reviews,NO
Top  Edge Hostel Koenji,2022-12-17,2022-12-18,Tokyo,Hostel - 4.2km from city centre,PRIVATE,e,12 Total Reviews,NO
Top  Edge Hostel Koenji,2022-12-17,2022-12-18,Tokyo,Hostel - 4.2km from city centre,DORMS,₩41231,12 Total Reviews,NO
HOTEL ADONIS near Shibuya-Male only Dorm and Group,2022-12-17,2022-12-18,Tokyo,Hostel - 3.6km from city centre,PRIVATE,e,0 Total Reviews,NO
HOTEL ADONIS near Shibuya-Male only Dorm and Group,2022-12-17,2022-12-18,Tokyo,Hostel - 3.6km from city centre,DORMS,₩84379,0 Total Reviews,NO
Capsule Hotel Anshin Oyado Shinbashi,2022-12-17,2022-12-18,Tokyo,Hotel - 6.6km from city centre,PRIVATE,e,1 Total Review,NO
Capsule Hotel Anshin Oyado Shinbashi,2022-12-17,2022-12-18,Tokyo,Hotel - 6.6km from city centre,DORMS,₩76708,1 Total Review,NO
Time Sharing Stay Asakusa,2022-12-18,2022-12-19,Tokyo,Hostel - 9.8km from city centre,PRIVATE,₩107391,2 Total Reviews,10
Time Sharing Stay Asakusa,2022-12-18,2022-12-19,Tokyo,Hostel - 9.8km from city centre,DORMS,₩45306,2 Total Reviews,10
Guest House Shinagawa-shuku Tokyo,2022-12-18,2022-12-19,Tokyo,Hostel - 8.7km from city centre,PRIVATE,₩82461,324 Total Reviews,10
Guest House Shinagawa-shuku Tokyo,2022-12-18,2022-12-19,Tokyo,Hostel - 8.7km from city centre,DORMS,₩41231,324 Total Reviews,10
CITAN Hostel,2022-12-18,2022-12-19,Tokyo,Hostel - 8.1km from city centre,PRIVATE,₩89653,935 Total Reviews,9.7
CITAN Hostel,2022-12-18,2022-12-19,Tokyo,Hostel - 8.1km from city centre,DORMS,₩37971,935 Total Reviews,9.7
"Wild Cherry Blossom-HOSTEL,TOKYO KOGANEI-",2022-12-18,2022-12-19,Tokyo,Hostel - 16.6km from city centre,PRIVATE,₩126568,5 Total Reviews,9.6
"Wild Cherry Blossom-HOSTEL,TOKYO KOGANEI-",2022-12-18,2022-12-19,Tokyo,Hostel - 16.6km from city centre,DORMS,₩52737,5 Total Reviews,9.6
Sakura Hotel Jimbocho,2022-12-18,2022-12-19,Tokyo,Hostel - 5.9km from city centre,PRIVATE,₩54367,444 Total Reviews,9.5
Sakura Hotel Jimbocho,2022-12-18,2022-12-19,Tokyo,Hostel - 5.9km from city centre,DORMS,₩32793,444 Total Reviews,9.5
Toco Tokyo Heritage Hostel,2022-12-18,2022-12-19,Tokyo,Hostel - 9.1km from city centre,PRIVATE,e,924 Total Reviews,9.5
Toco Tokyo Heritage Hostel,2022-12-18,2022-12-19,Tokyo,Hostel - 9.1km from city centre,DORMS,₩41231,924 Total Reviews,9.5
plat hostel keikyu haneda home,2022-12-18,2022-12-19,Tokyo,Hostel - 16.6km from city centre,PRIVATE,₩81982,20 Total Reviews,9.5
plat hostel keikyu haneda home,2022-12-18,2022-12-19,Tokyo,Hostel - 16.6km from city centre,DORMS,₩34173,20 Total Reviews,9.5
Nui. Hostel & Bar Lounge,2022-12-18,2022-12-19,Tokyo,Hostel - 9.3km from city centre,PRIVATE,₩103556,1678 Total Reviews,9.4
Nui. Hostel & Bar Lounge,2022-12-18,2022-12-19,Tokyo,Hostel - 9.3km from city centre,DORMS,₩38833,1678 Total Reviews,9.4
Imano Tokyo Ginza Hostel,2022-12-18,2022-12-19,Tokyo,Hostel - 7.6km from city centre,PRIVATE,₩94188,262 Total Reviews,9.4
Imano Tokyo Ginza Hostel,2022-12-18,2022-12-19,Tokyo,Hostel - 7.6km from city centre,DORMS,₩45090,262 Total Reviews,9.4
plat hostel keikyu minowa forest,2022-12-18,2022-12-19,Tokyo,Hostel - 10km from city centre,PRIVATE,₩82845,11 Total Reviews,9.3
plat hostel keikyu minowa forest,2022-12-18,2022-12-19,Tokyo,Hostel - 10km from city centre,DORMS,e,11 Total Reviews,9.3
Sakura Hotel Ikebukuro,2022-12-18,2022-12-19,Tokyo,Hostel - 5.1km from city centre,PRIVATE,₩63514,583 Total Reviews,9.3
Sakura Hotel Ikebukuro,2022-12-18,2022-12-19,Tokyo,Hostel - 5.1km from city centre,DORMS,e,583 Total Reviews,9.3
Sakura Hostel Asakusa,2022-12-18,2022-12-19,Tokyo,Hostel - 9.8km from city centre,PRIVATE,₩89317,2170 Total Reviews,9.2
Sakura Hostel Asakusa,2022-12-18,2022-12-19,Tokyo,Hostel - 9.8km from city centre,DORMS,₩28909,2170 Total Reviews,9.2
UNPLAN Kagurazaka,2022-12-18,2022-12-19,Tokyo,Hostel - 4km from city centre,PRIVATE,₩230124,967 Total Reviews,9.2
UNPLAN Kagurazaka,2022-12-18,2022-12-19,Tokyo,Hostel - 4km from city centre,DORMS,₩53696,967 Total Reviews,9.2
Grids Tokyo Ueno Hotel & Hostel,2022-12-18,2022-12-19,Tokyo,Hostel - 8.4km from city centre,PRIVATE,e,20 Total Reviews,9.1
Grids Tokyo Ueno Hotel & Hostel,2022-12-18,2022-12-19,Tokyo,Hostel - 8.4km from city centre,DORMS,₩42084,20 Total Reviews,9.1
Grids Tokyo Asakusa-Bashi Hotel&Hostel,2022-12-18,2022-12-19,Tokyo,Hostel - 8.3km from city centre,PRIVATE,₩71643,245 Total Reviews,9.0
Grids Tokyo Asakusa-Bashi Hotel&Hostel,2022-12-18,2022-12-19,Tokyo,Hostel - 8.3km from city centre,DORMS,₩33567,245 Total Reviews,9.0
Hostel bedgasm,2022-12-18,2022-12-19,Tokyo,Hostel - 9.5km from city centre,PRIVATE,e,1314 Total Reviews,9.0
Hostel bedgasm,2022-12-18,2022-12-19,Tokyo,Hostel - 9.5km from city centre,DORMS,₩36436,1314 Total Reviews,9.0
The Millennials Shibuya,2022-12-18,2022-12-19,Tokyo,Hotel - 3.1km from city centre,PRIVATE,e,114 Total Reviews,9.0
The Millennials Shibuya,2022-12-18,2022-12-19,Tokyo,Hotel - 3.1km from city centre,DORMS,₩173073,114 Total Reviews,9.0
Focus Kuramae,2022-12-18,2022-12-19,Tokyo,Hostel - 9km from city centre,PRIVATE,₩100967,73 Total Reviews,8.9
Focus Kuramae,2022-12-18,2022-12-19,Tokyo,Hostel - 9km from city centre,DORMS,₩48326,73 Total Reviews,8.9
hostel DEN,2022-12-18,2022-12-19,Tokyo,Hostel - 7.7km from city centre,PRIVATE,e,371 Total Reviews,8.7
hostel DEN,2022-12-18,2022-12-19,Tokyo,Hostel - 7.7km from city centre,DORMS,₩32217,371 Total Reviews,8.7
TOKYO-W-INN Asakusa,2022-12-18,2022-12-19,Tokyo,Hostel - 9.3km from city centre,PRIVATE,e,18 Total Reviews,8.7
TOKYO-W-INN Asakusa,2022-12-18,2022-12-19,Tokyo,Hostel - 9.3km from city centre,DORMS,₩37971,18 Total Reviews,8.7
UNPLAN Shinjuku,2022-12-18,2022-12-19,Tokyo,Hostel - 1.8km from city centre,PRIVATE,₩479426,655 Total Reviews,8.6
UNPLAN Shinjuku,2022-12-18,2022-12-19,Tokyo,Hostel - 1.8km from city centre,DORMS,₩50819,655 Total Reviews,8.6
Imano Tokyo Hostel,2022-12-18,2022-12-19,Tokyo,Hostel - 1.5km from city centre,PRIVATE,e,1357 Total Reviews,8.5
Imano Tokyo Hostel,2022-12-18,2022-12-19,Tokyo,Hostel - 1.5km from city centre,DORMS,₩38577,1357 Total Reviews,8.5
Obi Hostel,2022-12-18,2022-12-19,Tokyo,Hostel - 8.2km from city centre,PRIVATE,e,287 Total Reviews,8.3
Obi Hostel,2022-12-18,2022-12-19,Tokyo,Hostel - 8.2km from city centre,DORMS,₩52545,287 Total Reviews,8.3
Capsule Hotel Anshin Oyado Akihabara,2022-12-18,2022-12-19,Tokyo,Hotel - 7.2km from city centre,PRIVATE,e,13 Total Reviews,8.3
Capsule Hotel Anshin Oyado Akihabara,2022-12-18,2022-12-19,Tokyo,Hotel - 7.2km from city centre,DORMS,₩54894,13 Total Reviews,8.3
Little Japan,2022-12-18,2022-12-19,Tokyo,Hostel - 8.5km from city centre,PRIVATE,₩221495,67 Total Reviews,8.1
Little Japan,2022-12-18,2022-12-19,Tokyo,Hostel - 8.5km from city centre,DORMS,₩36916,67 Total Reviews,8.1
&AND HOSTEL MINAMISENJU,2022-12-18,2022-12-19,Tokyo,Hostel - 10.7km from city centre,PRIVATE,₩60120,5 Total Reviews,8.0
&AND HOSTEL MINAMISENJU,2022-12-18,2022-12-19,Tokyo,Hostel - 10.7km from city centre,DORMS,₩50340,5 Total Reviews,8.0
Juyoh Hotel,2022-12-18,2022-12-19,Tokyo,Hotel - 10.7km from city centre,PRIVATE,₩30060,124 Total Reviews,7.4
Juyoh Hotel,2022-12-18,2022-12-19,Tokyo,Hotel - 10.7km from city centre,DORMS,e,124 Total Reviews,7.4
Almond hostel & cafe Shibuya,2022-12-18,2022-12-19,Tokyo,Hostel - 2.2km from city centre,PRIVATE,e,254 Total Reviews,7.3
Almond hostel & cafe Shibuya,2022-12-18,2022-12-19,Tokyo,Hostel - 2.2km from city centre,DORMS,₩61175,254 Total Reviews,7.3
Tokyo House Inn,2022-12-18,2022-12-19,Tokyo,Hotel - 1.5km from city centre,PRIVATE,₩19177015,66 Total Reviews,NO
Tokyo House Inn,2022-12-18,2022-12-19,Tokyo,Hotel - 1.5km from city centre,DORMS,₩9588508,66 Total Reviews,NO
Tokyo Guest Nihonbashi,2022-12-18,2022-12-19,Tokyo,Hostel - 7.7km from city centre,PRIVATE,₩42074,6 Total Reviews,NO
Tokyo Guest Nihonbashi,2022-12-18,2022-12-19,Tokyo,Hostel - 7.7km from city centre,DORMS,e,6 Total Reviews,NO
Time Sharing Stay Asakusa,2022-12-19,2022-12-20,Tokyo,Hostel - 9.8km from city centre,PRIVATE,₩107391,2 Total Reviews,10
Time Sharing Stay Asakusa,2022-12-19,2022-12-20,Tokyo,Hostel - 9.8km from city centre,DORMS,₩45306,2 Total Reviews,10
Guest House Shinagawa-shuku Tokyo,2022-12-19,2022-12-20,Tokyo,Hostel - 8.7km from city centre,PRIVATE,₩56572,324 Total Reviews,10
Guest House Shinagawa-shuku Tokyo,2022-12-19,2022-12-20,Tokyo,Hostel - 8.7km from city centre,DORMS,₩41231,324 Total Reviews,10
CITAN Hostel,2022-12-19,2022-12-20,Tokyo,Hostel - 8.1km from city centre,PRIVATE,₩93200,935 Total Reviews,9.7
CITAN Hostel,2022-12-19,2022-12-20,Tokyo,Hostel - 8.1km from city centre,DORMS,₩36245,935 Total Reviews,9.7
"Wild Cherry Blossom-HOSTEL,TOKYO KOGANEI-",2022-12-19,2022-12-20,Tokyo,Hostel - 16.6km from city centre,PRIVATE,₩126568,5 Total Reviews,9.6
"Wild Cherry Blossom-HOSTEL,TOKYO KOGANEI-",2022-12-19,2022-12-20,Tokyo,Hostel - 16.6km from city centre,DORMS,₩52737,5 Total Reviews,9.6
Sakura Hotel Jimbocho,2022-12-19,2022-12-20,Tokyo,Hostel - 5.9km from city centre,PRIVATE,₩58682,444 Total Reviews,9.5
Sakura Hotel Jimbocho,2022-12-19,2022-12-20,Tokyo,Hostel - 5.9km from city centre,DORMS,₩32793,444 Total Reviews,9.5
Toco Tokyo Heritage Hostel,2022-12-19,2022-12-20,Tokyo,Hostel - 9.1km from city centre,PRIVATE,e,924 Total Reviews,9.5
Toco Tokyo Heritage Hostel,2022-12-19,2022-12-20,Tokyo,Hostel - 9.1km from city centre,DORMS,₩39313,924 Total Reviews,9.5
plat hostel keikyu haneda home,2022-12-19,2022-12-20,Tokyo,Hostel - 16.6km from city centre,PRIVATE,₩79393,20 Total Reviews,9.5
plat hostel keikyu haneda home,2022-12-19,2022-12-20,Tokyo,Hostel - 16.6km from city centre,DORMS,₩34173,20 Total Reviews,9.5
Nui. Hostel & Bar Lounge,2022-12-19,2022-12-20,Tokyo,Hostel - 9.3km from city centre,PRIVATE,₩99241,1678 Total Reviews,9.4
Nui. Hostel & Bar Lounge,2022-12-19,2022-12-20,Tokyo,Hostel - 9.3km from city centre,DORMS,₩37108,1678 Total Reviews,9.4
Imano Tokyo Ginza Hostel,2022-12-19,2022-12-20,Tokyo,Hostel - 7.6km from city centre,PRIVATE,₩94188,262 Total Reviews,9.4
Imano Tokyo Ginza Hostel,2022-12-19,2022-12-20,Tokyo,Hostel - 7.6km from city centre,DORMS,₩45090,262 Total Reviews,9.4
plat hostel keikyu minowa forest,2022-12-19,2022-12-20,Tokyo,Hostel - 10km from city centre,PRIVATE,₩82845,11 Total Reviews,9.3
plat hostel keikyu minowa forest,2022-12-19,2022-12-20,Tokyo,Hostel - 10km from city centre,DORMS,e,11 Total Reviews,9.3
Sakura Hotel Ikebukuro,2022-12-19,2022-12-20,Tokyo,Hostel - 5.1km from city centre,PRIVATE,₩63514,583 Total Reviews,9.3
Sakura Hotel Ikebukuro,2022-12-19,2022-12-20,Tokyo,Hostel - 5.1km from city centre,DORMS,₩29993,583 Total Reviews,9.3
Sakura Hostel Asakusa,2022-12-19,2022-12-20,Tokyo,Hostel - 9.8km from city centre,PRIVATE,₩86728,2170 Total Reviews,9.2
Sakura Hostel Asakusa,2022-12-19,2022-12-20,Tokyo,Hostel - 9.8km from city centre,DORMS,₩28909,2170 Total Reviews,9.2
UNPLAN Kagurazaka,2022-12-19,2022-12-20,Tokyo,Hostel - 4km from city centre,PRIVATE,₩230124,967 Total Reviews,9.2
UNPLAN Kagurazaka,2022-12-19,2022-12-20,Tokyo,Hostel - 4km from city centre,DORMS,₩53696,967 Total Reviews,9.2
Grids Tokyo Ueno Hotel & Hostel,2022-12-19,2022-12-20,Tokyo,Hostel - 8.4km from city centre,PRIVATE,₩86172,20 Total Reviews,9.1
Grids Tokyo Ueno Hotel & Hostel,2022-12-19,2022-12-20,Tokyo,Hostel - 8.4km from city centre,DORMS,₩42084,20 Total Reviews,9.1
Grids Tokyo Asakusa-Bashi Hotel&Hostel,2022-12-19,2022-12-20,Tokyo,Hostel - 8.3km from city centre,PRIVATE,₩120240,245 Total Reviews,9.0
Grids Tokyo Asakusa-Bashi Hotel&Hostel,2022-12-19,2022-12-20,Tokyo,Hostel - 8.3km from city centre,DORMS,₩33567,245 Total Reviews,9.0
Hostel bedgasm,2022-12-19,2022-12-20,Tokyo,Hostel - 9.5km from city centre,PRIVATE,e,1314 Total Reviews,9.0
Hostel bedgasm,2022-12-19,2022-12-20,Tokyo,Hostel - 9.5km from city centre,DORMS,₩28766,1314 Total Reviews,9.0
The Millennials Shibuya,2022-12-19,2022-12-20,Tokyo,Hotel - 3.1km from city centre,PRIVATE,e,114 Total Reviews,9.0
The Millennials Shibuya,2022-12-19,2022-12-20,Tokyo,Hotel - 3.1km from city centre,DORMS,₩145745,114 Total Reviews,9.0
Focus Kuramae,2022-12-19,2022-12-20,Tokyo,Hostel - 9km from city centre,PRIVATE,₩100967,73 Total Reviews,8.9
Focus Kuramae,2022-12-19,2022-12-20,Tokyo,Hostel - 9km from city centre,DORMS,₩48326,73 Total Reviews,8.9
hostel DEN,2022-12-19,2022-12-20,Tokyo,Hostel - 7.7km from city centre,PRIVATE,e,371 Total Reviews,8.7
hostel DEN,2022-12-19,2022-12-20,Tokyo,Hostel - 7.7km from city centre,DORMS,₩32217,371 Total Reviews,8.7
TOKYO-W-INN Asakusa,2022-12-19,2022-12-20,Tokyo,Hostel - 9.3km from city centre,PRIVATE,e,18 Total Reviews,8.7
TOKYO-W-INN Asakusa,2022-12-19,2022-12-20,Tokyo,Hostel - 9.3km from city centre,DORMS,₩37971,18 Total Reviews,8.7
UNPLAN Shinjuku,2022-12-19,2022-12-20,Tokyo,Hostel - 1.8km from city centre,PRIVATE,₩479426,655 Total Reviews,8.6
UNPLAN Shinjuku,2022-12-19,2022-12-20,Tokyo,Hostel - 1.8km from city centre,DORMS,₩50819,655 Total Reviews,8.6
Imano Tokyo Hostel,2022-12-19,2022-12-20,Tokyo,Hostel - 1.5km from city centre,PRIVATE,e,1357 Total Reviews,8.5
Imano Tokyo Hostel,2022-12-19,2022-12-20,Tokyo,Hostel - 1.5km from city centre,DORMS,₩45090,1357 Total Reviews,8.5
Obi Hostel,2022-12-19,2022-12-20,Tokyo,Hostel - 8.2km from city centre,PRIVATE,e,287 Total Reviews,8.3
Obi Hostel,2022-12-19,2022-12-20,Tokyo,Hostel - 8.2km from city centre,DORMS,₩52545,287 Total Reviews,8.3
Capsule Hotel Anshin Oyado Akihabara,2022-12-19,2022-12-20,Tokyo,Hotel - 7.2km from city centre,PRIVATE,e,13 Total Reviews,8.3
Capsule Hotel Anshin Oyado Akihabara,2022-12-19,2022-12-20,Tokyo,Hotel - 7.2km from city centre,DORMS,₩54894,13 Total Reviews,8.3
Little Japan,2022-12-19,2022-12-20,Tokyo,Hostel - 8.5km from city centre,PRIVATE,e,67 Total Reviews,8.1
Little Japan,2022-12-19,2022-12-20,Tokyo,Hostel - 8.5km from city centre,DORMS,₩36916,67 Total Reviews,8.1
&AND HOSTEL MINAMISENJU,2022-12-19,2022-12-20,Tokyo,Hostel - 10.7km from city centre,PRIVATE,₩60120,5 Total Reviews,8.0
&AND HOSTEL MINAMISENJU,2022-12-19,2022-12-20,Tokyo,Hostel - 10.7km from city centre,DORMS,₩50340,5 Total Reviews,8.0
Juyoh Hotel,2022-12-19,2022-12-20,Tokyo,Hotel - 10.7km from city centre,PRIVATE,₩30060,124 Total Reviews,7.4
Juyoh Hotel,2022-12-19,2022-12-20,Tokyo,Hotel - 10.7km from city centre,DORMS,e,124 Total Reviews,7.4
Almond hostel & cafe Shibuya,2022-12-19,2022-12-20,Tokyo,Hostel - 2.2km from city centre,PRIVATE,e,254 Total Reviews,7.3
Almond hostel & cafe Shibuya,2022-12-19,2022-12-20,Tokyo,Hostel - 2.2km from city centre,DORMS,₩51586,254 Total Reviews,7.3
Tokyo House Inn,2022-12-19,2022-12-20,Tokyo,Hotel - 1.5km from city centre,PRIVATE,₩19177015,66 Total Reviews,NO
Tokyo House Inn,2022-12-19,2022-12-20,Tokyo,Hotel - 1.5km from city centre,DORMS,₩9588508,66 Total Reviews,NO
Tokyo Guest Nihonbashi,2022-12-19,2022-12-20,Tokyo,Hostel - 7.7km from city centre,PRIVATE,₩62325,6 Total Reviews,NO
Tokyo Guest Nihonbashi,2022-12-19,2022-12-20,Tokyo,Hostel - 7.7km from city centre,DORMS,e,6 Total Reviews,NO
Time Sharing Stay Asakusa,2022-12-20,2022-12-21,Tokyo,Hostel - 9.8km from city centre,PRIVATE,₩107391,2 Total Reviews,10
Time Sharing Stay Asakusa,2022-12-20,2022-12-21,Tokyo,Hostel - 9.8km from city centre,DORMS,₩45306,2 Total Reviews,10
Guest House Shinagawa-shuku Tokyo,2022-12-20,2022-12-21,Tokyo,Hostel - 8.7km from city centre,PRIVATE,₩82461,324 Total Reviews,10
Guest House Shinagawa-shuku Tokyo,2022-12-20,2022-12-21,Tokyo,Hostel - 8.7km from city centre,DORMS,₩41231,324 Total Reviews,10
CITAN Hostel,2022-12-20,2022-12-21,Tokyo,Hostel - 8.1km from city centre,PRIVATE,₩93728,935 Total Reviews,9.7
CITAN Hostel,2022-12-20,2022-12-21,Tokyo,Hostel - 8.1km from city centre,DORMS,₩36245,935 Total Reviews,9.7
"Wild Cherry Blossom-HOSTEL,TOKYO KOGANEI-",2022-12-20,2022-12-21,Tokyo,Hostel - 16.6km from city centre,PRIVATE,₩126568,5 Total Reviews,9.6
"Wild Cherry Blossom-HOSTEL,TOKYO KOGANEI-",2022-12-20,2022-12-21,Tokyo,Hostel - 16.6km from city centre,DORMS,₩52737,5 Total Reviews,9.6
Sakura Hotel Jimbocho,2022-12-20,2022-12-21,Tokyo,Hostel - 5.9km from city centre,PRIVATE,₩54367,444 Total Reviews,9.5
Sakura Hotel Jimbocho,2022-12-20,2022-12-21,Tokyo,Hostel - 5.9km from city centre,DORMS,₩32793,444 Total Reviews,9.5
Toco Tokyo Heritage Hostel,2022-12-20,2022-12-21,Tokyo,Hostel - 9.1km from city centre,PRIVATE,e,924 Total Reviews,9.5
Toco Tokyo Heritage Hostel,2022-12-20,2022-12-21,Tokyo,Hostel - 9.1km from city centre,DORMS,₩39313,924 Total Reviews,9.5
plat hostel keikyu haneda home,2022-12-20,2022-12-21,Tokyo,Hostel - 16.6km from city centre,PRIVATE,₩81982,20 Total Reviews,9.5
plat hostel keikyu haneda home,2022-12-20,2022-12-21,Tokyo,Hostel - 16.6km from city centre,DORMS,₩34173,20 Total Reviews,9.5
Nui. Hostel & Bar Lounge,2022-12-20,2022-12-21,Tokyo,Hostel - 9.3km from city centre,PRIVATE,₩99241,1678 Total Reviews,9.4
Nui. Hostel & Bar Lounge,2022-12-20,2022-12-21,Tokyo,Hostel - 9.3km from city centre,DORMS,₩35382,1678 Total Reviews,9.4
Imano Tokyo Ginza Hostel,2022-12-20,2022-12-21,Tokyo,Hostel - 7.6km from city centre,PRIVATE,e,262 Total Reviews,9.4
Imano Tokyo Ginza Hostel,2022-12-20,2022-12-21,Tokyo,Hostel - 7.6km from city centre,DORMS,₩45090,262 Total Reviews,9.4
plat hostel keikyu minowa forest,2022-12-20,2022-12-21,Tokyo,Hostel - 10km from city centre,PRIVATE,₩93200,11 Total Reviews,9.3
plat hostel keikyu minowa forest,2022-12-20,2022-12-21,Tokyo,Hostel - 10km from city centre,DORMS,e,11 Total Reviews,9.3
Sakura Hotel Ikebukuro,2022-12-20,2022-12-21,Tokyo,Hostel - 5.1km from city centre,PRIVATE,₩63514,583 Total Reviews,9.3
Sakura Hotel Ikebukuro,2022-12-20,2022-12-21,Tokyo,Hostel - 5.1km from city centre,DORMS,₩29993,583 Total Reviews,9.3
Sakura Hostel Asakusa,2022-12-20,2022-12-21,Tokyo,Hostel - 9.8km from city centre,PRIVATE,₩86728,2170 Total Reviews,9.2
Sakura Hostel Asakusa,2022-12-20,2022-12-21,Tokyo,Hostel - 9.8km from city centre,DORMS,₩28909,2170 Total Reviews,9.2
UNPLAN Kagurazaka,2022-12-20,2022-12-21,Tokyo,Hostel - 4km from city centre,PRIVATE,₩230124,967 Total Reviews,9.2
UNPLAN Kagurazaka,2022-12-20,2022-12-21,Tokyo,Hostel - 4km from city centre,DORMS,₩53696,967 Total Reviews,9.2
Grids Tokyo Ueno Hotel & Hostel,2022-12-20,2022-12-21,Tokyo,Hostel - 8.4km from city centre,PRIVATE,₩142785,20 Total Reviews,9.1
Grids Tokyo Ueno Hotel & Hostel,2022-12-20,2022-12-21,Tokyo,Hostel - 8.4km from city centre,DORMS,₩42084,20 Total Reviews,9.1
Grids Tokyo Asakusa-Bashi Hotel&Hostel,2022-12-20,2022-12-21,Tokyo,Hostel - 8.3km from city centre,PRIVATE,₩71643,245 Total Reviews,9.0
Grids Tokyo Asakusa-Bashi Hotel&Hostel,2022-12-20,2022-12-21,Tokyo,Hostel - 8.3km from city centre,DORMS,₩33567,245 Total Reviews,9.0
Hostel bedgasm,2022-12-20,2022-12-21,Tokyo,Hostel - 9.5km from city centre,PRIVATE,e,1314 Total Reviews,9.0
Hostel bedgasm,2022-12-20,2022-12-21,Tokyo,Hostel - 9.5km from city centre,DORMS,₩28766,1314 Total Reviews,9.0
The Millennials Shibuya,2022-12-20,2022-12-21,Tokyo,Hotel - 3.1km from city centre,PRIVATE,e,114 Total Reviews,9.0
The Millennials Shibuya,2022-12-20,2022-12-21,Tokyo,Hotel - 3.1km from city centre,DORMS,₩154855,114 Total Reviews,9.0
Focus Kuramae,2022-12-20,2022-12-21,Tokyo,Hostel - 9km from city centre,PRIVATE,₩128151,73 Total Reviews,8.9
